Wortpaar,zugeteilte Distanz,Distanz Klasse,Verglichen mit gegebener Distanz,Spieler ID,Art des Levels,Version der gegebenen Distanz,Anzahl Bewertungen
Kochloeffel-Kochtopf,2,1,gleich,933,standard,5,12
Kochloeffel-Kochtopf,4,2,anders,643,standard,4,12
Kochloeffel-Kochtopf,3,2,anders,242,bonus,3,12
Kochloeffel-Kochtopf,2,1,anders,930,standard,2,12
Kochloeffel-Kochtopf,1,1,gleich,143,standard,1,12
Kochloeffel-Papiertaschentuch,4,2,initial,825,bonus,0,1
Schwamm-Kochloeffel,6,3,anders,865,standard,2,3
Schwamm-Kochloeffel,1,1,anders,230,standard,1,3
Schwamm-Kochloeffel,5,3,initial,588,standard,0,3
Seife-Kochloeffel,5,3,anders,652,standard,2,3
Seife-Kochloeffel,4,2,anders,643,standard,1,3
Seife-Kochloeffel,1,1,initial,728,standard,0,3
Kochloeffel-Streichholz,5,3,initial,107,standard,0,1
Teller-Kochloeffel,6,3,anders,782,standard,4,5
Teller-Kochloeffel,6,3,anders,865,standard,3,5
Teller-Kochloeffel,1,1,anders,230,standard,2,5
Teller-Kochloeffel,2,1,anders,728,standard,1,5
Teller-Kochloeffel,4,2,initial,242,bonus,0,5
Kochloeffel-Toilettenpapier,2,1,gleich,416,standard,3,4
Kochloeffel-Toilettenpapier,1,1,anders,136,standard,2,4
Kochloeffel-Toilettenpapier,3,2,gleich,825,bonus,1,4
Kochloeffel-Toilettenpapier,3,2,initial,191,standard,0,4
Topfdeckel-Kochloeffel,3,2,gleich,256,bonus,11,12
Topfdeckel-Kochloeffel,5,3,anders,600,standard,10,12
Topfdeckel-Kochloeffel,3,2,anders,782,bonus,9,12
Topfdeckel-Kochloeffel,1,1,anders,107,standard,8,12
Topfdeckel-Kochloeffel,2,1,gleich,404,standard,7,12
Topfdeckel-Kochloeffel,2,1,gleich,629,standard,6,12
Topfdeckel-Kochloeffel,1,1,anders,391,standard,5,12
Topfdeckel-Kochloeffel,1,1,anders,191,standard,4,12
Topfdeckel-Kochloeffel,1,1,anders,208,standard,3,12
Topfdeckel-Kochloeffel,2,1,anders,682,bonus,2,12
Topfdeckel-Kochloeffel,3,2,anders,164,standard,1,12
Topfdeckel-Kochloeffel,4,2,initial,154,standard,0,12
Waescheklammer-Kochloeffel,1,1,gleich,704,bonus,1,2
Waescheklammer-Kochloeffel,1,1,initial,652,standard,0,2
Waschmaschine-Kochloeffel,3,2,anders,782,bonus,1,2
Waschmaschine-Kochloeffel,6,3,initial,592,standard,0,2
Buegeleisen-Kochtopf,6,3,gleich,865,standard,4,5
Buegeleisen-Kochtopf,5,3,gleich,367,standard,3,5
Buegeleisen-Kochtopf,4,2,anders,230,standard,2,5
Buegeleisen-Kochtopf,6,3,gleich,682,bonus,1,5
Buegeleisen-Kochtopf,6,3,initial,825,standard,0,5
Feuerzeug-Kochtopf,2,1,gleich,801,bonus,4,5
Feuerzeug-Kochtopf,2,1,gleich,710,standard,3,5
Feuerzeug-Kochtopf,3,2,anders,543,standard,2,5
Feuerzeug-Kochtopf,1,1,gleich,682,bonus,1,5
Feuerzeug-Kochtopf,1,1,initial,154,standard,0,5
Gemuesemesser-Kochtopf,3,2,gleich,643,bonus,1,2
Gemuesemesser-Kochtopf,3,2,initial,368,standard,0,2
Kabel-Kochtopf,3,2,anders,416,bonus,1,2
Kabel-Kochtopf,5,3,initial,391,standard,0,2
Kaffee-Kochtopf,4,2,anders,143,standard,1,2
Kaffee-Kochtopf,3,2,initial,712,standard,0,2
Kaffeemaschine-Kochtopf,2,1,anders,932,standard,5,6
Kaffeemaschine-Kochtopf,5,3,anders,845,standard,4,6
Kaffeemaschine-Kochtopf,5,3,anders,629,standard,3,6
Kaffeemaschine-Kochtopf,3,2,gleich,353,bonus,2,6
Kaffeemaschine-Kochtopf,4,2,anders,153,bonus,1,6
Kaffeemaschine-Kochtopf,1,1,initial,509,standard,0,6
Kerze-Kochtopf,5,3,anders,726,standard,1,2
Kerze-Kochtopf,3,2,initial,930,standard,0,2
Korken-Kochtopf,4,2,anders,102,standard,1,2
Korken-Kochtopf,3,2,initial,543,standard,0,2
Kochtopf-Kugelschreiber,5,3,anders,564,standard,5,6
Kochtopf-Kugelschreiber,5,3,anders,629,standard,4,6
Kochtopf-Kugelschreiber,3,2,gleich,480,standard,3,6
Kochtopf-Kugelschreiber,6,3,anders,726,standard,2,6
Kochtopf-Kugelschreiber,3,2,anders,153,bonus,1,6
Kochtopf-Kugelschreiber,2,1,initial,172,standard,0,6
Plastikverpackung-Kochtopf,4,2,anders,643,standard,2,3
Plastikverpackung-Kochtopf,1,1,anders,102,standard,1,3
Plastikverpackung-Kochtopf,3,2,initial,712,bonus,0,3
Kochtopf-Schwamm,4,2,anders,663,standard,6,6
Kochtopf-Schwamm,4,2,anders,933,bonus,5,6
Kochtopf-Schwamm,3,2,anders,383,standard,4,6
Kochtopf-Schwamm,1,1,anders,509,standard,3,6
Kochtopf-Schwamm,4,2,anders,147,bonus,2,6
Kochtopf-Schwamm,1,1,gleich,164,bonus,1,6
Seife-Kochtopf,2,1,gleich,672,standard,5,6
Seife-Kochtopf,4,2,anders,643,standard,4,6
Seife-Kochtopf,1,1,anders,153,bonus,3,6
Seife-Kochtopf,3,2,gleich,147,bonus,2,6
Seife-Kochtopf,2,1,anders,682,bonus,1,6
Seife-Kochtopf,3,2,initial,164,bonus,0,6
Tee-Kochtopf,6,3,anders,256,standard,5,5
Tee-Kochtopf,2,1,gleich,801,standard,4,5
Tee-Kochtopf,4,2,anders,629,standard,3,5
Tee-Kochtopf,2,1,anders,933,bonus,2,5
Tee-Kochtopf,1,1,gleich,164,bonus,1,5
Waescheklammer-Kochtopf,6,3,anders,999,standard,3,4
Waescheklammer-Kochtopf,2,1,anders,698,standard,2,4
Waescheklammer-Kochtopf,3,2,anders,395,standard,1,4
Waescheklammer-Kochtopf,6,3,initial,712,standard,0,4
Kochtopf-Waschmaschine,4,2,gleich,564,standard,7,8
Kochtopf-Waschmaschine,5,3,anders,845,standard,6,8
Kochtopf-Waschmaschine,3,2,gleich,782,bonus,5,8
Kochtopf-Waschmaschine,4,2,anders,480,standard,4,8
Kochtopf-Waschmaschine,3,2,gleich,543,standard,3,8
Kochtopf-Waschmaschine,2,1,anders,147,bonus,2,8
Kochtopf-Waschmaschine,4,2,anders,682,bonus,1,8
Kochtopf-Waschmaschine,3,2,initial,395,standard,0,8
Weinflasche-Kochtopf,2,1,gleich,256,standard,4,5
Weinflasche-Kochtopf,2,1,gleich,306,standard,3,5
Weinflasche-Kochtopf,1,1,anders,543,standard,2,5
Weinflasche-Kochtopf,5,3,anders,172,standard,1,5
Weinflasche-Kochtopf,2,1,initial,1095,standard,0,5
Kopfhoerer-Buegeleisen,3,2,anders,629,standard,1,2
Kopfhoerer-Buegeleisen,4,2,initial,621,standard,0,2
Kopfhoerer-Feuerzeug,4,2,initial,825,standard,0,1
Kopfhoerer-Geschirrtuch,4,2,anders,564,standard,1,2
Kopfhoerer-Geschirrtuch,2,1,initial,710,bonus,0,2
Glas-Kopfhoerer,4,2,gleich,697,bonus,6,7
Glas-Kopfhoerer,3,2,anders,416,standard,5,7
Glas-Kopfhoerer,6,3,anders,710,bonus,4,7
Glas-Kopfhoerer,3,2,anders,629,standard,3,7
Glas-Kopfhoerer,4,2,gleich,933,standard,2,7
Glas-Kopfhoerer,4,2,gleich,480,standard,1,7
Glas-Kopfhoerer,4,2,initial,143,standard,0,7
Hemd-Kopfhoerer,4,2,gleich,697,bonus,2,3
Hemd-Kopfhoerer,4,2,gleich,652,bonus,1,3
Hemd-Kopfhoerer,4,2,initial,825,standard,0,3
Holzbrett-Kopfhoerer,1,1,gleich,726,bonus,1,2
Holzbrett-Kopfhoerer,1,1,initial,151,standard,0,2
Kabel-Kopfhoerer,2,1,gleich,391,standard,5,5
Kabel-Kopfhoerer,1,1,anders,652,bonus,4,5
Kabel-Kopfhoerer,1,1,anders,726,bonus,3,5
Kabel-Kopfhoerer,5,3,anders,938,bonus,2,5
Kabel-Kopfhoerer,2,1,gleich,191,bonus,1,5
Kaffeemaschine-Kopfhoerer,5,3,gleich,290,standard,3,4
Kaffeemaschine-Kopfhoerer,6,3,anders,738,standard,2,4
Kaffeemaschine-Kopfhoerer,3,2,anders,607,bonus,1,4
Kaffeemaschine-Kopfhoerer,5,3,initial,139,standard,0,4
Kopfhoerer-Kochloeffel,5,3,anders,367,bonus,2,3
Kopfhoerer-Kochloeffel,3,2,gleich,629,standard,1,3
Kopfhoerer-Kochloeffel,3,2,initial,588,standard,0,3
Kopfhoerer-Kochtopf,4,2,gleich,672,standard,4,5
Kopfhoerer-Kochtopf,4,2,gleich,1008,standard,3,5
Kopfhoerer-Kochtopf,5,3,anders,306,standard,2,5
Kopfhoerer-Kochtopf,5,3,anders,710,standard,1,5
Kopfhoerer-Kochtopf,2,1,initial,147,standard,0,5
Kopfhoerer-Lampe,4,2,anders,933,standard,1,2
Kopfhoerer-Lampe,1,1,initial,230,standard,0,2
Nadel-Kopfhoerer,4,2,anders,367,bonus,1,2
Nadel-Kopfhoerer,5,3,initial,147,standard,0,2
Papiertaschentuch-Kopfhoerer,2,1,anders,697,standard,6,7
Papiertaschentuch-Kopfhoerer,3,2,gleich,643,standard,5,7
Papiertaschentuch-Kopfhoerer,1,1,anders,600,standard,4,7
Papiertaschentuch-Kopfhoerer,4,2,gleich,803,standard,3,7
Papiertaschentuch-Kopfhoerer,4,2,gleich,629,standard,2,7
Papiertaschentuch-Kopfhoerer,5,3,anders,621,standard,1,7
Papiertaschentuch-Kopfhoerer,2,1,initial,560,standard,0,7
Kopfhoerer-Plastikverpackung,4,2,gleich,416,standard,5,6
Kopfhoerer-Plastikverpackung,5,3,anders,146,bonus,4,6
Kopfhoerer-Plastikverpackung,6,3,anders,738,standard,3,6
Kopfhoerer-Plastikverpackung,2,1,anders,629,standard,2,6
Kopfhoerer-Plastikverpackung,5,3,anders,938,bonus,1,6
Kopfhoerer-Plastikverpackung,3,2,initial,480,standard,0,6
Kopfhoerer-Schere,4,2,anders,629,standard,1,2
Kopfhoerer-Schere,1,1,initial,1056,bonus,0,2
Kopfhoerer-Tasse,4,2,anders,801,standard,2,3
Kopfhoerer-Tasse,2,1,anders,367,bonus,1,3
Kopfhoerer-Tasse,1,1,initial,607,bonus,0,3
Tee-Kopfhoerer,2,1,gleich,306,standard,3,4
Tee-Kopfhoerer,1,1,anders,801,standard,2,4
Tee-Kopfhoerer,4,2,anders,383,standard,1,4
Tee-Kopfhoerer,2,1,initial,607,bonus,0,4
Teller-Kopfhoerer,5,3,gleich,290,standard,2,3
Teller-Kopfhoerer,6,3,anders,1056,bonus,1,3
Teller-Kopfhoerer,3,2,initial,164,standard,0,3
Toilettenpapier-Kopfhoerer,3,2,anders,416,standard,3,4
Toilettenpapier-Kopfhoerer,2,1,anders,153,standard,2,4
Toilettenpapier-Kopfhoerer,4,2,anders,682,standard,1,4
Toilettenpapier-Kopfhoerer,6,3,initial,139,standard,0,4
Kopfhoerer-Waescheklammer,1,1,anders,643,standard,5,6
Kopfhoerer-Waescheklammer,4,2,gleich,564,standard,4,6
Kopfhoerer-Waescheklammer,4,2,gleich,600,standard,3,6
Kopfhoerer-Waescheklammer,4,2,anders,629,bonus,2,6
Kopfhoerer-Waescheklammer,3,2,gleich,352,standard,1,6
Kopfhoerer-Waescheklammer,3,2,initial,726,bonus,0,6
Kopfhoerer-Weinflasche,2,1,anders,306,standard,5,6
Kopfhoerer-Weinflasche,5,3,anders,621,standard,4,6
Kopfhoerer-Weinflasche,5,3,anders,230,standard,3,6
Kopfhoerer-Weinflasche,4,2,gleich,480,standard,2,6
Kopfhoerer-Weinflasche,1,1,anders,147,standard,1,6
Kopfhoerer-Weinflasche,6,3,initial,208,standard,0,6
Korken-Bleistift,3,2,initial,290,standard,0,1
Korken-Buegeleisen,4,2,anders,304,bonus,1,2
Korken-Buegeleisen,5,3,initial,404,bonus,0,2
Feuerzeug-Korken,3,2,anders,652,standard,2,3
Feuerzeug-Korken,2,1,anders,383,bonus,1,3
Feuerzeug-Korken,1,1,initial,543,standard,0,3
Korken-Gemuesemesser,4,2,gleich,697,standard,4,5
Korken-Gemuesemesser,6,3,anders,306,standard,3,5
Korken-Gemuesemesser,4,2,gleich,710,bonus,2,5
Korken-Gemuesemesser,2,1,anders,629,standard,1,5
Korken-Gemuesemesser,6,3,initial,290,standard,0,5
Korken-Geschirrtuch,2,1,anders,672,bonus,2,3
Korken-Geschirrtuch,1,1,anders,256,standard,1,3
Korken-Geschirrtuch,5,3,initial,107,standard,0,3
Korken-Glas,1,1,anders,231,standard,6,7
Korken-Glas,1,1,anders,404,standard,5,7
Korken-Glas,4,2,gleich,629,standard,4,7
Korken-Glas,3,2,anders,652,standard,3,7
Korken-Glas,4,2,gleich,102,standard,2,7
Korken-Glas,4,2,anders,1066,standard,1,7
Korken-Glas,5,3,initial,191,standard,0,7
Holzbrett-Korken,6,3,anders,697,standard,3,4
Holzbrett-Korken,3,2,gleich,383,bonus,2,4
Holzbrett-Korken,2,1,anders,543,standard,1,4
Holzbrett-Korken,3,2,initial,191,standard,0,4
Kaffee-Korken,3,2,anders,672,bonus,1,2
Kaffee-Korken,2,1,initial,825,standard,0,2
Kerze-Korken,2,1,anders,404,bonus,1,2
Kerze-Korken,1,1,initial,271,standard,0,2
Korken-Kochloeffel,3,2,initial,652,standard,0,1
Korken-Kopfhoerer,2,1,anders,697,standard,1,2
Korken-Kopfhoerer,1,1,initial,600,standard,0,2
Korken-Kugelschreiber,4,2,anders,404,standard,4,4
Korken-Kugelschreiber,6,3,gleich,663,standard,3,4
Korken-Kugelschreiber,5,3,anders,629,standard,2,4
Korken-Kugelschreiber,6,3,gleich,621,bonus,1,4
Korken-Nadel,4,2,initial,652,standard,0,1
Korken-Papier,2,1,anders,306,standard,1,2
Korken-Papier,1,1,initial,1066,standard,0,2
Korken-Plastikverpackung,2,1,anders,353,standard,2,3
Korken-Plastikverpackung,2,1,anders,881,standard,1,3
Korken-Plastikverpackung,6,3,initial,1066,standard,0,3
Korken-Spuelmittel,6,3,initial,697,standard,0,1
Korken-Streichholz,4,2,gleich,710,bonus,3,4
Korken-Streichholz,2,1,anders,383,bonus,2,4
Korken-Streichholz,4,2,gleich,432,bonus,1,4
Korken-Streichholz,4,2,initial,164,standard,0,4
Korken-Tee,1,1,anders,256,standard,2,3
Korken-Tee,1,1,anders,306,standard,1,3
Korken-Tee,6,3,initial,290,standard,0,3
Korken-Teller,1,1,initial,256,standard,0,1
Korken-Toilettenpapier,6,3,anders,697,standard,2,3
Korken-Toilettenpapier,1,1,anders,404,bonus,1,3
Korken-Toilettenpapier,6,3,initial,663,standard,0,3
Kugelschreiber-Buegeleisen,2,1,anders,256,standard,1,2
Kugelschreiber-Buegeleisen,4,2,initial,629,standard,0,2
Kugelschreiber-Feuerzeug,6,3,initial,865,standard,0,1
Geschirrtuch-Kugelschreiber,4,2,anders,801,bonus,4,5
Geschirrtuch-Kugelschreiber,2,1,gleich,151,standard,3,5
Geschirrtuch-Kugelschreiber,5,3,anders,607,standard,2,5
Geschirrtuch-Kugelschreiber,2,1,anders,172,standard,1,5
Geschirrtuch-Kugelschreiber,1,1,initial,191,standard,0,5
Kugelschreiber-Glas,4,2,anders,865,standard,1,2
Kugelschreiber-Glas,3,2,initial,143,bonus,0,2
Kugelschreiber-Hemd,3,2,anders,256,standard,1,2
Kugelschreiber-Hemd,1,1,initial,643,standard,0,2
Holzbrett-Kugelschreiber,6,3,gleich,697,standard,1,2
Holzbrett-Kugelschreiber,6,3,initial,151,standard,0,2
Kugelschreiber-Kabel,1,1,anders,146,standard,1,2
Kugelschreiber-Kabel,5,3,initial,404,standard,0,2
Kaffee-Kugelschreiber,2,1,gleich,146,standard,3,4
Kaffee-Kugelschreiber,3,2,anders,801,bonus,2,4
Kaffee-Kugelschreiber,1,1,gleich,629,standard,1,4
Kaffee-Kugelschreiber,1,1,initial,153,bonus,0,4
Kugelschreiber-Kerze,1,1,anders,564,standard,4,5
Kugelschreiber-Kerze,3,2,anders,672,bonus,3,5
Kugelschreiber-Kerze,1,1,anders,629,standard,2,5
Kugelschreiber-Kerze,3,2,anders,560,standard,1,5
Kugelschreiber-Kerze,2,1,initial,726,standard,0,5
Kugelschreiber-Klebeband,5,3,gleich,564,bonus,4,4
Kugelschreiber-Klebeband,5,3,gleich,672,standard,3,4
Kugelschreiber-Klebeband,5,3,gleich,147,standard,2,4
Kugelschreiber-Klebeband,5,3,gleich,1028,bonus,1,4
Kugelschreiber-Kochloeffel,1,1,gleich,865,bonus,1,2
Kugelschreiber-Kochloeffel,1,1,initial,663,standard,0,2
Kugelschreiber-Kopfhoerer,5,3,anders,290,standard,3,4
Kugelschreiber-Kopfhoerer,4,2,anders,629,standard,2,4
Kugelschreiber-Kopfhoerer,5,3,anders,621,standard,1,4
Kugelschreiber-Kopfhoerer,1,1,initial,560,standard,0,4
Kugelschreiber-Nadel,4,2,anders,672,standard,1,2
Kugelschreiber-Nadel,5,3,initial,1028,bonus,0,2
Papiertaschentuch-Kugelschreiber,3,2,gleich,621,standard,3,4
Papiertaschentuch-Kugelschreiber,2,1,anders,560,standard,2,4
Papiertaschentuch-Kugelschreiber,6,3,anders,728,standard,1,4
Papiertaschentuch-Kugelschreiber,2,1,initial,208,standard,0,4
Kugelschreiber-Plastikverpackung,6,3,anders,146,standard,5,6
Kugelschreiber-Plastikverpackung,6,3,anders,352,standard,4,6
Kugelschreiber-Plastikverpackung,2,1,gleich,151,standard,3,6
Kugelschreiber-Plastikverpackung,2,1,anders,698,standard,2,6
Kugelschreiber-Plastikverpackung,3,2,gleich,607,standard,1,6
Kugelschreiber-Plastikverpackung,3,2,initial,172,standard,0,6
Schere-Kugelschreiber,5,3,anders,564,standard,4,5
Schere-Kugelschreiber,1,1,anders,672,standard,3,5
Schere-Kugelschreiber,4,2,anders,629,standard,2,5
Schere-Kugelschreiber,2,1,anders,306,standard,1,5
Schere-Kugelschreiber,3,2,initial,147,standard,0,5
Kugelschreiber-Schwamm,3,2,anders,256,standard,5,6
Kugelschreiber-Schwamm,4,2,gleich,629,standard,4,6
Kugelschreiber-Schwamm,4,2,gleich,820,bonus,3,6
Kugelschreiber-Schwamm,5,3,anders,643,standard,2,6
Kugelschreiber-Schwamm,4,2,gleich,147,bonus,1,6
Kugelschreiber-Schwamm,4,2,initial,1056,standard,0,6
Kugelschreiber-Tee,3,2,gleich,801,bonus,2,3
Kugelschreiber-Tee,4,2,anders,629,standard,1,3
Kugelschreiber-Tee,3,2,initial,643,standard,0,3
Kugelschreiber-Teller,2,1,initial,290,standard,0,1
Toilettenpapier-Kugelschreiber,3,2,anders,672,bonus,4,5
Toilettenpapier-Kugelschreiber,6,3,anders,663,standard,3,5
Toilettenpapier-Kugelschreiber,2,1,anders,102,standard,2,5
Toilettenpapier-Kugelschreiber,5,3,gleich,728,standard,1,5
Toilettenpapier-Kugelschreiber,5,3,initial,607,standard,0,5
Kugelschreiber-Weinflasche,5,3,anders,697,standard,6,7
Kugelschreiber-Weinflasche,4,2,gleich,933,standard,5,7
Kugelschreiber-Weinflasche,5,3,anders,621,standard,4,7
Kugelschreiber-Weinflasche,5,3,anders,607,standard,3,7
Kugelschreiber-Weinflasche,2,1,anders,172,standard,2,7
Kugelschreiber-Weinflasche,5,3,anders,208,standard,1,7
Kugelschreiber-Weinflasche,2,1,initial,669,standard,0,7
Bleistift-Lampe,4,2,anders,933,standard,1,2
Bleistift-Lampe,5,3,initial,728,bonus,0,2
Lampe-Buegeleisen,1,1,gleich,1028,standard,1,2
Lampe-Buegeleisen,1,1,initial,952,bonus,0,2
Faden-Lampe,4,2,anders,107,standard,2,3
Faden-Lampe,2,1,gleich,820,bonus,1,3
Faden-Lampe,2,1,initial,825,bonus,0,3
Feuerzeug-Lampe,2,1,anders,290,standard,2,3
Feuerzeug-Lampe,4,2,gleich,663,standard,1,3
Feuerzeug-Lampe,4,2,initial,306,standard,0,3
Lampe-Hemd,3,2,anders,629,bonus,1,2
Lampe-Hemd,5,3,initial,153,standard,0,2
Kabel-Lampe,1,1,gleich,290,standard,1,1
Kaffee-Lampe,2,1,anders,290,standard,1,2
Kaffee-Lampe,1,1,initial,710,standard,0,2
Kochloeffel-Lampe,4,2,anders,728,bonus,2,2
Kochloeffel-Lampe,6,3,gleich,952,bonus,1,2
Lampe-Kochtopf,5,3,initial,306,standard,0,1
Lampe-Korken,3,2,initial,652,standard,0,1
Lampe-Papiertaschentuch,5,3,gleich,652,standard,3,4
Lampe-Papiertaschentuch,3,2,anders,261,standard,2,4
Lampe-Papiertaschentuch,4,2,anders,607,standard,1,4
Lampe-Papiertaschentuch,6,3,initial,1028,standard,0,4
Spuelmittel-Lampe,6,3,anders,938,bonus,1,2
Spuelmittel-Lampe,3,2,initial,395,standard,0,2
Streichholz-Lampe,2,1,anders,290,standard,2,3
Streichholz-Lampe,4,2,anders,306,standard,1,3
Streichholz-Lampe,3,2,initial,154,standard,0,3
Lampe-Tee,2,1,initial,629,bonus,0,1
Lampe-Waschmaschine,3,2,initial,662,standard,0,1
Weinflasche-Lampe,5,3,anders,652,standard,4,5
Weinflasche-Lampe,5,3,anders,230,standard,3,5
Weinflasche-Lampe,4,2,anders,395,standard,2,5
Weinflasche-Lampe,2,1,anders,825,bonus,1,5
Weinflasche-Lampe,4,2,initial,712,standard,0,5
Nadel-Bleistift,1,1,anders,672,standard,3,4
Nadel-Bleistift,1,1,anders,261,standard,2,4
Nadel-Bleistift,5,3,anders,353,standard,1,4
Nadel-Bleistift,3,2,initial,607,standard,0,4
Nadel-Faden,4,2,anders,672,standard,12,12
Nadel-Faden,2,1,gleich,845,standard,11,12
Nadel-Faden,1,1,gleich,600,standard,10,12
Nadel-Faden,1,1,anders,865,standard,9,12
Nadel-Faden,2,1,gleich,801,standard,8,12
Nadel-Faden,1,1,anders,261,standard,7,12
Nadel-Faden,1,1,anders,710,standard,6,12
Nadel-Faden,4,2,anders,102,bonus,5,12
Nadel-Faden,6,3,anders,402,standard,3,12
Nadel-Faden,1,1,gleich,682,standard,3,12
Nadel-Faden,1,1,gleich,1028,standard,2,12
Nadel-Faden,1,1,gleich,164,standard,1,12
Hemd-Nadel,5,3,gleich,290,bonus,4,5
Hemd-Nadel,5,3,gleich,306,standard,3,5
Hemd-Nadel,1,1,anders,147,standard,2,5
Hemd-Nadel,6,3,gleich,825,standard,1,5
Hemd-Nadel,6,3,initial,952,standard,0,5
Nadel-Kerze,2,1,anders,256,bonus,5,6
Nadel-Kerze,4,2,anders,1008,bonus,4,6
Nadel-Kerze,2,1,anders,710,standard,3,6
Nadel-Kerze,3,2,gleich,353,standard,2,6
Nadel-Kerze,5,3,anders,933,standard,1,6
Nadel-Kerze,1,1,initial,102,bonus,0,6
Klebeband-Nadel,4,2,anders,151,bonus,1,2
Klebeband-Nadel,3,2,initial,232,standard,0,2
Nadel-Kochloeffel,1,1,anders,600,standard,4,5
Nadel-Kochloeffel,1,1,anders,367,bonus,3,5
Nadel-Kochloeffel,5,3,gleich,933,standard,2,5
Nadel-Kochloeffel,5,3,anders,151,bonus,1,5
Nadel-Kochloeffel,4,2,initial,191,standard,0,5
Nadel-Papiertaschentuch,6,3,anders,801,standard,1,2
Nadel-Papiertaschentuch,2,1,initial,825,standard,0,2
Schere-Nadel,6,3,anders,502,standard,3,4
Schere-Nadel,2,1,gleich,256,bonus,2,4
Schere-Nadel,1,1,anders,290,standard,1,4
Schere-Nadel,2,1,initial,147,standard,0,4
Nadel-Schwamm,5,3,anders,564,bonus,3,4
Nadel-Schwamm,2,1,gleich,629,standard,2,4
Nadel-Schwamm,4,2,anders,652,standard,1,4
Nadel-Schwamm,1,1,initial,509,standard,0,4
Nadel-Spuelmittel,5,3,anders,801,standard,3,4
Nadel-Spuelmittel,1,1,anders,367,bonus,2,4
Nadel-Spuelmittel,4,2,anders,102,bonus,1,4
Nadel-Spuelmittel,3,2,initial,147,standard,0,4
Nadel-Toilettenpapier,6,3,anders,136,standard,2,3
Nadel-Toilettenpapier,1,1,gleich,1028,bonus,1,3
Nadel-Toilettenpapier,1,1,initial,1063,standard,0,3
Papier-Bleistift,1,1,anders,663,standard,7,8
Papier-Bleistift,5,3,anders,353,standard,6,8
Papier-Bleistift,5,3,anders,102,standard,5,8
Papier-Bleistift,2,1,anders,938,standard,4,8
Papier-Bleistift,6,3,anders,306,standard,3,8
Papier-Bleistift,6,3,anders,216,standard,2,8
Papier-Bleistift,2,1,anders,952,standard,1,8
Papier-Bleistift,1,1,initial,154,standard,0,8
Feuerzeug-Papier,5,3,anders,801,standard,1,2
Feuerzeug-Papier,2,1,initial,621,standard,0,2
Glas-Papier,3,2,anders,682,standard,1,2
Glas-Papier,2,1,initial,154,standard,0,2
Papier-Kaffee,2,1,initial,146,standard,0,1
Kaffeemaschine-Papier,1,1,anders,306,standard,2,3
Kaffeemaschine-Papier,4,2,anders,682,standard,1,3
Kaffeemaschine-Papier,5,3,initial,952,standard,0,3
Papier-Kochloeffel,3,2,initial,404,standard,0,1
Papier-Kochtopf,2,1,gleich,368,standard,3,4
Papier-Kochtopf,1,1,anders,698,standard,2,4
Papier-Kochtopf,2,1,anders,216,standard,1,4
Papier-Kochtopf,4,2,initial,712,standard,0,4
Kopfhoerer-Papier,2,1,gleich,865,standard,3,4
Kopfhoerer-Papier,2,1,gleich,306,standard,2,4
Kopfhoerer-Papier,1,1,anders,153,standard,1,4
Kopfhoerer-Papier,4,2,initial,712,standard,0,4
Kugelschreiber-Papier,5,3,anders,102,standard,3,4
Kugelschreiber-Papier,2,1,anders,151,standard,2,4
Kugelschreiber-Papier,2,1,anders,147,standard,1,4
Kugelschreiber-Papier,6,3,initial,395,standard,0,4
Nadel-Papier,1,1,anders,710,standard,2,3
Nadel-Papier,5,3,anders,353,standard,1,3
Nadel-Papier,4,2,initial,825,standard,0,3
Papier-Schwamm,5,3,anders,564,bonus,3,4
Papier-Schwamm,5,3,anders,801,standard,2,4
Papier-Schwamm,2,1,anders,728,standard,1,4
Papier-Schwamm,4,2,initial,147,bonus,0,4
Streichholz-Papier,5,3,anders,801,standard,2,3
Streichholz-Papier,3,2,anders,719,standard,1,3
Streichholz-Papier,5,3,initial,938,standard,0,3
Papier-Tasse,6,3,anders,672,standard,1,2
Papier-Tasse,2,1,initial,719,standard,0,2
Papier-Tee,2,1,gleich,306,standard,1,2
Papier-Tee,2,1,initial,290,standard,0,2
Papier-Tisch,4,2,gleich,710,standard,1,2
Papier-Tisch,4,2,initial,153,standard,0,2
Papier-Toilettenpapier,1,1,anders,697,standard,5,6
Papier-Toilettenpapier,2,1,anders,938,standard,4,6
Papier-Toilettenpapier,1,1,anders,153,standard,3,6
Papier-Toilettenpapier,6,3,anders,208,standard,2,6
Papier-Toilettenpapier,3,2,anders,395,standard,1,6
Papier-Toilettenpapier,2,1,initial,143,bonus,0,6
Papier-Waescheklammer,3,2,gleich,564,standard,2,3
Papier-Waescheklammer,4,2,anders,290,standard,1,3
Papier-Waescheklammer,2,1,initial,726,standard,0,3
Feuerzeug-Papiertaschentuch,3,2,anders,231,bonus,1,2
Feuerzeug-Papiertaschentuch,1,1,initial,820,standard,0,2
Gemuesemesser-Papiertaschentuch,3,2,gleich,697,standard,5,6
Gemuesemesser-Papiertaschentuch,2,1,anders,600,standard,4,6
Gemuesemesser-Papiertaschentuch,3,2,gleich,290,standard,3,6
Gemuesemesser-Papiertaschentuch,4,2,anders,367,standard,2,6
Gemuesemesser-Papiertaschentuch,1,1,anders,352,standard,1,6
Gemuesemesser-Papiertaschentuch,5,3,initial,153,bonus,0,6
